Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
189755,26-08-2020 14:17,4.93998E+15,fraud_Pollich LLC,home,168.65,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,07-11-1990,f9aac37cf794997b1a921a6780de44fc,1377526653,26.108628,-98.499544,1
214161,05-09-2020 07:45,3.76657E+14,"fraud_Adams, Kovacek and Kuhlman",grocery_net,66.36,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",03-12-1985,d8de70f22faf89eba93ea1061407b34f,1378367148,31.031393,-95.073598,1
268873,28-09-2020 19:22,5.67868E+11,fraud_Spencer PLC,entertainment,91.11,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16-12-1984,e0e374406780407dbc92f8bf769c3ed9,1380396136,29.575484,-95.274885,1
362744,09-11-2020 05:48,4.662E+18,"fraud_Moore, Dibbert and Koepp",misc_net,42.21,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,04-08-1963,073e1dc01f024235bac8fb5f5d296123,1383976139,41.815741,-80.117685,1
59313,12-07-2020 04:25,4.95258E+15,fraud_Stracke-Lemke,grocery_pos,127.2,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,05-04-1957,949a457e253b44e800a9ffe7003c0dd3,1373603137,40.936662,-80.53641,1
340298,30-10-2020 08:17,3.71683E+14,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,5.22,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,19-03-1929,2ecc549ad0e80e28101478ced847f56d,1383121066,39.996697,-73.755876,1
433331,05-12-2020 08:20,4.83962E+15,fraud_Murray-Smitham,grocery_pos,144.89,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,06-05-1955,ffcb69f74e7248d9efe114a7c72a3666,1386231654,39.126135,-85.593568,1
487659,16-12-2020 15:47,4.0891E+18,fraud_Lynch Ltd,shopping_pos,206,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,14-10-1983,c06ced7be531869931eef8820403493e,1387208876,31.88288,-94.117197,1
169853,19-08-2020 13:16,4.51424E+15,"fraud_Schiller, Blanda and Johnson",home,81.54,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",02-09-1988,fd03bbde83f679fe9729afd6dcdab03f,1376918191,41.423412,-105.561451,1
405088,27-11-2020 23:20,3.01996E+13,fraud_Shields-Wunsch,health_fitness,34.34,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23-03-1977,fbfb50a7de3bb925a08a647909e8dadd,1385594446,34.044204,-97.094387,1
113870,31-07-2020 03:28,4.29404E+15,fraud_Cummings LLC,gas_transport,58.25,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31-12-1986,1de402c4aad01bd423aac9327e3e6caa,1375241318,33.763378,-81.156454,1
180419,23-08-2020 20:52,3.72509E+14,fraud_Abshire PLC,entertainment,113.8,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18-06-1985,0f6b653467314831d305c084953bb8c6,1377291151,41.954107,-82.973869,1
504289,20-12-2020 20:36,3.04083E+13,fraud_Turner LLC,travel,4.38,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,09-10-1973,8c3fd55d45ec684c7565286d48100532,1387571767,34.233674,-80.951465,1
327281,24-10-2020 21:08,6.01138E+15,fraud_Medhurst PLC,shopping_net,6.5,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,13-07-1973,226935a0b89d9b0affa0a4948c3035b4,1382648926,41.140614,-104.672583,1
505273,20-12-2020 23:55,3.00443E+13,fraud_Morissette-Schaefer,personal_care,7.66,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29-08-1985,b66f4d1391d0b9a00c449c6196b6a15b,1387583737,26.287201,-81.173775,1
377092,15-11-2020 15:38,4.65812E+12,fraud_Hickle Group,shopping_pos,7.84,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,08-04-1989,abef6c67be2844f0a7c1d7b38c417006,1384529900,35.800258,-108.217653,1
451792,08-12-2020 16:28,3.56484E+15,fraud_Yost-Rogahn,personal_care,32.81,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,265f9600b5e5b74a64b92862a0be5982,1386520119,37.691858,-123.011487,1
534672,27-12-2020 15:58,6.01133E+15,fraud_Bahringer Group,health_fitness,19.03,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",01-09-1971,51bec443c9165f3c702c879cf2c33571,1388159926,36.275786,-95.511581,1
356893,06-11-2020 17:11,4.33423E+15,fraud_Abshire PLC,entertainment,19.85,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",02-08-1967,df32d1f37653497ccef0e3abcdd84d40,1383757891,43.927823,-111.879218,1
336979,28-10-2020 07:29,3.56753E+15,fraud_Dach-Borer,grocery_net,37.77,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",19-03-1962,24c240bf32a012710fa7f07acb3cdb46,1382945348,31.255145,-100.86504,1
512486,22-12-2020 03:52,6.76373E+11,fraud_Kling Inc,gas_transport,49.79,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,18-07-1987,cf39070cd201d4140d7350600f914014,1387684358,39.960601,-97.946173,1
525381,25-12-2020 11:08,6.51722E+15,fraud_Jast Ltd,shopping_net,4.43,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11-06-1958,21f2ae535a39097659a46b7ef2039f57,1387969706,30.98979,-90.716688,1
328596,25-10-2020 12:16,3.52142E+15,fraud_Windler LLC,kids_pets,80.19,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,30-11-1975,62f314eaac6b58b49c2d33aed0bfbf72,1382703381,39.633933,-86.024137,1
454646,09-12-2020 04:41,5.35954E+15,"fraud_Schaefer, Maggio and Daugherty",gas_transport,74.68,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29-06-1975,81a8495540ddcf34de55cca0e4eb5b0f,1386564073,44.994609,-110.911611,1
89892,21-07-2020 23:39,2.13179E+14,fraud_Goyette-Herzog,travel,4.84,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11-09-1993,a479064b9acfcd37b614a61cc6a5cfe9,1374449947,43.952963,-108.554846,1
48517,07-07-2020 15:56,4.99773E+15,"fraud_Heathcote, Yost and Kertzmann",shopping_net,4.49,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,06-08-1971,d6128ab7b1b3d89d09ad3a3a35a6570d,1373212617,43.995637,-92.077391,1
79705,19-07-2020 10:03,3.54359E+15,fraud_Luettgen PLC,gas_transport,66.76,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,04-10-1972,d96958d06bbcbdae54aa170c936c31f3,1374228234,39.863576,-78.569676,1
147222,11-08-2020 11:55,3.67227E+13,fraud_Kemmer-Buckridge,misc_pos,21.86,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,8672f9c2dd0cbade577cc2fefab7eb67,1376222135,32.981611,-111.974903,1
382933,17-11-2020 13:34,1.80031E+14,"fraud_Konopelski, Schneider and Hartmann",food_dining,45.02,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",05-01-1972,984b839b8ec08516e21b86c457527b38,1384695292,31.146409,-88.135539,1
182395,24-08-2020 10:41,4.86131E+18,fraud_DuBuque LLC,grocery_pos,248.24,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16-12-1977,96639ab4462f6b6bacc276e17f0fc770,1377340888,29.952493,-90.603721,1
77173,18-07-2020 12:10,3.56032E+15,fraud_Kub-Heaney,health_fitness,53.31,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",01-02-1955,ae245a9ade17eb156912f72b7a322883,1374149427,34.792683,-88.027335,1
387827,20-11-2020 02:26,4.38352E+12,"fraud_Tillman, Fritsch and Schmitt",misc_net,38.27,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,22-09-1987,2e61ea508973b6028a3e5d0c4fe78d20,1384914361,40.607333,-85.89431,1
37603,04-07-2020 15:47,3.54757E+15,fraud_Collier LLC,home,27.59,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",30-04-1962,c576c8576fc85648261eae442906627d,1372952860,39.773149,-87.603532,1
533241,27-12-2020 10:08,3.46208E+14,fraud_Kling Inc,gas_transport,100.04,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",13-05-1961,a79ee6ac786277d39b6c51f502ab6376,1388138927,41.628789,-74.968535,1
445680,07-12-2020 16:53,4.07977E+12,fraud_Deckow-Dare,food_dining,62.49,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15-12-1965,fcc6ef64eb47fbb1b4fcf131a34e15ca,1386435218,44.067448,-116.112337,1
444680,07-12-2020 13:56,3.0273E+13,fraud_Friesen-Ortiz,personal_care,64.41,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13-06-2000,d6359445b6563c53fec24704ecb5a2ab,1386424563,34.768414,-91.088997,1
167585,18-08-2020 16:54,2.72043E+15,fraud_Sawayn PLC,shopping_pos,2.74,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,587639ebc06ee0c5ee3f72b850bf209b,1376844857,44.769611,-69.92255,1
485350,15-12-2020 22:15,4.09245E+18,"fraud_Haley, Batz and Auer",health_fitness,11.29,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",07-12-1945,8bccb51fa6e585c6baa809cd2a045f55,1387145753,33.501804,-78.854186,1
360627,08-11-2020 13:14,3.59734E+15,"fraud_Lang, Towne and Schuppe",kids_pets,61.91,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,08-03-1952,cedc5da2793e1044b1eb6326fcb862ce,1383916450,39.704036,-76.243295,1
146691,11-08-2020 07:51,3.74498E+14,fraud_Nader-Heller,misc_net,141.36,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",30-06-1948,9be33346e2e8fa42def048dad16fcb93,1376207518,47.834718,-100.080577,1
419455,01-12-2020 14:46,4.73685E+18,fraud_Hackett Group,travel,9.24,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",23-05-1953,f7c11bc630bd934163aa11d95f171a45,1385909208,44.73573,-74.416395,1
261173,25-09-2020 17:01,5.03848E+11,fraud_Padberg-Sauer,home,11.94,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,12-09-1976,254b9e2b614f24c7e8b79c04f7192a7e,1380128472,26.096091,-82.441806,1
417056,01-12-2020 04:24,4.8097E+12,fraud_Cummings Group,grocery_net,70.01,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,07-02-1984,9075466e3ae8a8a05e9c1f0b6db6dbb7,1385871873,32.875092,-84.593876,1
309021,16-10-2020 16:01,3.01031E+13,fraud_Schumm PLC,health_fitness,90.05,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,26-10-1987,9718ba6dc78dc1f9f87761e7f372937b,1381939286,41.761574,-78.811412,1
464187,11-12-2020 22:52,6.76102E+11,fraud_Harris Group,food_dining,130.43,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,21-08-1985,477bc8c47b6e18559beb224aa0d18321,1386802342,38.656055,-123.074387,1
278878,03-10-2020 15:16,3.58601E+15,"fraud_Roob, Conn and Tremblay",shopping_pos,41.21,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29-02-1984,8b2e2b35653a75040e53c957c9e0425b,1380813394,47.833993,-122.143073,1
440372,06-12-2020 19:56,4.07977E+12,"fraud_Ledner, Hartmann and Feest",health_fitness,50.42,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15-12-1965,cd68fcee5b9c9c0df2ad0df113b9f1bb,1386359765,44.55007,-116.855827,1
522729,24-12-2020 15:59,4.9883E+12,"fraud_Hagenes, Kohler and Hoppe",food_dining,57.01,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,17-03-1937,74768be59026d77822d457bcf5c93df3,1387900798,40.945975,-74.712794,1
445077,07-12-2020 15:05,4.6404E+12,fraud_Gulgowski LLC,home,152.31,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13-06-1951,502fd791a22b8c6dd77c9168757ac257,1386428730,29.984755,-91.309956,1
82605,20-07-2020 04:49,4.97223E+15,fraud_Kiehn Inc,grocery_pos,125.27,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,08-04-1960,c64ef6549fee5cb077c3a94dcf7d62ab,1374295793,34.889627,-95.797176,1
434411,05-12-2020 15:07,6.76195E+11,fraud_Rempel Inc,shopping_net,6.67,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24-07-1983,f1fae79082190a818d08d77da2df63c9,1386256058,29.741375,-95.931046,1
396659,23-11-2020 20:45,4.79263E+18,"fraud_Schumm, McLaughlin and Carter",food_dining,80.1,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,01-10-1978,e3f209b29192e76b31a0dfdada549bfc,1385239520,39.852041,-95.169774,1
440182,06-12-2020 19:10,5.0205E+11,fraud_Padberg-Rogahn,entertainment,10.07,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,13-02-1962,2d0f5f6027ca1a0fb5c214ca3ce29854,1386357030,42.301793,-73.035534,1
109995,29-07-2020 04:03,4.7614E+18,fraud_Barton Inc,grocery_pos,90.42,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,02-05-1986,91148cbb292ee56cb08659f1940a3503,1375070582,36.327741,-92.447218,1
349926,03-11-2020 05:21,3.54155E+15,fraud_Bins-Rice,gas_transport,79.2,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,19-09-1939,6d57bf0e64cee08a695597c8294e8b75,1383456108,36.925082,-75.984705,1
216840,06-09-2020 13:31,4.49791E+18,"fraud_Turner, Ziemann and Lehner",food_dining,21.94,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,07-11-1955,3a4e058ffc809ee78e714aee2ca15973,1378474261,35.231757,-79.980828,1
13885,25-06-2020 23:43,4.62945E+15,fraud_Mante Group,misc_net,18.95,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",26-12-1997,cebe217e76b9c736bc7cf1e015294548,1372203817,31.029279,-82.764417,1
16633,27-06-2020 04:38,2.13155E+14,"fraud_Osinski, Ledner and Leuschke",grocery_pos,99.38,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10-02-1982,6fa6c726912f1980df38350dac076caf,1372307904,39.057561,-85.93693,1
147464,11-08-2020 13:14,4.04444E+18,fraud_McKenzie-Huels,food_dining,13.54,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,09-11-1970,0ad94a7f3e6d93db2284e293001a9a76,1376226890,39.680045,-85.071843,1
116475,01-08-2020 07:50,4.38491E+15,"fraud_Welch, Rath and Koepp",entertainment,32.65,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,24-04-1949,3c4fd4f285a3889754fadfcc2cbf56a6,1375343436,47.927979,-96.883324,1
62552,13-07-2020 02:44,5.28929E+15,fraud_Hintz-Bruen,grocery_net,61.17,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,24-11-1986,b809ba82f72245ed84b45e605c2972e1,1373683486,45.689614,-124.805732,1
521184,24-12-2020 04:00,4.58493E+18,"fraud_Schultz, Simonis and Little",grocery_pos,183.01,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",16-04-1975,e64634f342c00c967a43cca29d1c281d,1387857625,33.661841,-96.942748,1
173203,21-08-2020 01:40,3.55661E+15,"fraud_Mosciski, Gislason and Mertz",grocery_pos,46.45,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,907bc65557af4bc76771a7d0b588d38c,1377049206,28.355587,-96.213146,1
458543,10-12-2020 12:02,1.80081E+14,fraud_Champlin and Sons,home,226.97,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,03-04-1955,2fb9778c7054fb79b31a85430fe6a07f,1386676958,33.072291,-90.896109,1
177665,22-08-2020 23:58,4.32893E+15,fraud_Romaguera and Sons,travel,5.66,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,06-05-1981,1a473642669dbfce7309732224275976,1377215905,43.216707,-87.209781,1
469653,13-12-2020 08:58,3.55661E+15,fraud_Bahringer-Larson,grocery_net,24.22,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27-12-1999,2e719a9f6669ef7dda79a8dad5765e44,1386925125,28.806348,-95.146362,1
276009,02-10-2020 01:45,4.24792E+12,fraud_Beier-Hyatt,shopping_pos,98.41,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,09-03-1939,42d2f7fe911ea5695a6143f78b0b469c,1380678357,39.012135,-84.002506,1
425515,03-12-2020 01:07,1.80018E+14,fraud_Bins-Rice,gas_transport,98.88,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,21-03-1988,15ade123d943b4b85a12b6dfb92ddca0,1386032857,42.9787,-84.526512,1
445244,07-12-2020 15:34,2.13113E+14,"fraud_Turcotte, Batz and Buckridge",health_fitness,1.84,Larry,Vaughan,M,83555 Melinda Spurs,Kingsville,MD,21087,39.4558,-76.4147,5451,Science writer,05-12-1961,b7382bde1306ae7804ef856aef0b6d01,1386430485,38.915355,-75.76714,1
445936,07-12-2020 17:41,6.01165E+15,"fraud_Lesch, D'Amore and Brown",food_dining,31.97,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26-10-1988,094dad4e15677f54275fd54cdad74f7d,1386438105,37.850233,-93.150195,1
31305,01-07-2020 17:46,2.13187E+14,fraud_Bins-Tillman,entertainment,75.94,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,14-02-1973,313876e76cf4e6e5b72c01494d699bf6,1372700781,40.603679,-90.136086,1
356323,06-11-2020 11:01,60422928733,fraud_Stoltenberg-Beatty,shopping_pos,7.24,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,02-04-1942,24fd8d7a6b115938d7c0e374c9933167,1383735685,33.052838,-81.336775,1
118932,02-08-2020 06:20,4.67173E+15,fraud_McDermott-Weimann,grocery_pos,120.34,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25-07-1955,8af478cdb4903af83582627d09b3184a,1375424447,40.386874,-84.7213,1
338981,29-10-2020 14:14,3.8052E+13,"fraud_Schumm, McLaughlin and Carter",food_dining,20.49,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,11-09-1995,a2f6fc8b5a3f5e746c677c686b15f1a7,1383056062,30.192239,-95.406082,1
146294,11-08-2020 04:48,2.29116E+15,fraud_Conroy-Cruickshank,gas_transport,53.82,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19-03-1968,128b150887149c511e7ada594a686da3,1376196512,34.910621,-80.657414,1
